transaction_count,avg_fee_rate_sat_vb,min_fee_rate_sat_vb,max_fee_rate_sat_vb,median_fee_rate_sat_vb,p90_fee_rate_sat_vb,p95_fee_rate_sat_vb,p99_fee_rate_sat_vb
7938849,1.601263712,0,22172.654545455,0.345323741,3.920212766,5,12.154696133
